student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,adr_city,adr_district,adr_postal,hobbies,skills,family,devices
491,Richard Sandoval,20,Male,90,5152682891,West Matthew,frankmcguire@galloway.com,13/02/1979 00:00,Data Science,92,Inactive,4.46,Good,70,16/11/1989 00:00,"North James 7-kv, dom 5, Tashkent",Tashkent,North James 7-kv,,"article, drug","tech: python=1, excel=5, sql=5 | soft: firm, reflect","siblings: 2 | income: father=250, mother=889",type: laptop | brand: HP | year: 2019; type: phone | brand: Xiaomi | year: 2019
492,,18,Unknown,90,5170755970,Rivasstad,,13/07/2000 00:00,Data Science,84,Active,3.7,,96,09/05/1976 04:44,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",Tashkent,North Kimberlymouth district,100183,,,,
493,Raymond Schultz,19,Male,95,5618042963,North Jordanton,,04/01/2003 00:00,Data Science,100,Pending,1.1,Excellent,163,06/05/2001 00:00,"38022 Theresa Highway Suite 457, East Markbury",East Markbury,,38022,,,,
494,,20,Male,90,9353142098,West Josephburgh,someone@gmail.com,28/02/1999 00:00,Python,110,Active,5.08,Good,180,30/10/1995 02:37,UZ 100134 Tashkent Fitzgeraldside,Tashkent,,100134,,,,
495,,20,Unknown,93,15996340361,New Carolyn,someone@gmail.com,11/11/2012 00:00,Data Science,116,Active,15.5,Average,268,22/11/1982 18:35,UZ 100401 Tashkent Port Christopher,Tashkent,,100401,,,,
496,Ruth Pierce,20,Unknown,72,7880462945,West Joelstad,,29/07/1977 00:00,Data Science,110,Pending,5.08,Good,221,07/02/2003 00:00,"655 Hughes Rapid Suite 623, New Kevin",New Kevin,,,"consumer, operation","tech: python=4, excel=2, sql=3 | soft: about, this","siblings: 2 | income: father=1109, mother=913",type: laptop | brand: Dell | year: 2023; type: phone | brand: Samsung | year: 2021
497,,20,Male,74,3644863509,Destinybury,,,Python,92,Pending,5.08,Excellent,188,28/11/1979 00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284",Tashkent,Bakerhaven district,100284,"hotel, serve","tech: python=3, excel=5, sql=5 | soft: realize, company","siblings: 3 | income: father=818, mother=495",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Xiaomi | year: 2019
498,,21,Male,90,,Angelafurt,ahouston@gmail.com,27/06/2021 00:00,Data Science,100,Inactive,5.08,Excellent,151,26/05/1972 00:00,"27108 Mark Ranch, Jenniferchester",Jenniferchester,,27108,"close, class","tech: python=5, excel=5, sql=5 | soft: nice, line","siblings: 3 | income: father=530, mother=583",type: laptop | brand: Lenovo | year: 2015; type: phone | brand: Xiaomi | year: 2021
499,,20,Male,77,896735998,Carolshire,taylorwilliam@knapp.com,,Data Science,100,Inactive,1.17,Average,85,,"89583 Crawford Crescent, Port William",Port William,,89583,"during, similar","tech: python=2, excel=1, sql=4 | soft: according, race","siblings: 5 | income: father=463, mother=998",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2023
500,Jason Johnson,19,Female,61,19751428955,Mariachester,mreynolds@yahoo.com,22/03/1979 07:15,Data Science,100,Active,15.5,Excellent,162,03/02/1971 14:15,"47640 Lambert Camp Apt. 309, Port Keithport",Port Keithport,,47640,"leg, kid",,,
501,Dominique Steele,22,Male,77,,Natalieland,christinepatterson@powell.biz,04/08/1971 00:00,Data Science,100,Inactive,15.5,Good,66,09/09/1988 00:00,"847 Thompson Fall Suite 006, Pooleburgh",Pooleburgh,,,"and, have","tech: python=4, excel=1, sql=1 | soft: hope, cut","siblings: 2 | income: father=983, mother=1182",type: laptop | brand: HP | year: 2024; type: phone | brand: Samsung | year: 2024
502,Erica Fisher,21,Unknown,91,16293217183,North Jeffreytown,,07/01/2012 04:36,Data Science,64,Inactive,2,Average,277,12/12/2009 06:45,UZ 100612 Tashkent New Catherinemouth,Tashkent,,100612,,,,
503,Bonnie Fitzpatrick,20,Female,76,,Lake Allison,goldengregory@garcia.net,25/02/2003 00:00,Data Science,109,Active,4.5,,165,,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234",Tashkent,Lake Gregory district,100234,"nation, great","tech: python=3, excel=2, sql=4 | soft: collection, difference","siblings: 0 | income: father=531, mother=391",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Apple | year: 2018
504,Tara Wood,21,Female,92,11943872135,Sethtown,troywalters@thornton-obrien.info,20/02/2006 00:00,Data Science,100,Active,5.08,,93,12/04/1975 11:14,"Carrieside 11-kv, dom 25, Tashkent",Tashkent,Carrieside 11-kv,,"nothing, concern",,,
505,Cody Smith,20,Male,90,7009757215,East Michealstad,reginald97@bell.com,27/04/2009 00:00,Data Science,110,Inactive,0,Good,190,28/09/1990 00:00,"West Lindaburgh 28-kv, dom 1, Tashkent",Tashkent,West Lindaburgh 28-kv,,"really, coach","tech: python=3, excel=2, sql=1 | soft: opportunity, maintain","siblings: 1 | income: father=870, mother=934",type: laptop | brand: HP | year: 2017; type: phone | brand: Xiaomi | year: 2022
506,Philip Johnson,18,Female,53,19989977232,West Morganton,,30/01/1990 03:14,Data Science,90,Active,0,Good,221,02/09/1986 00:00,UZ 100704 Tashkent South Breannaview,Tashkent,,100704,"option, history",,,
507,Jeremy Gonzales,22,Male,90,,Savagefort,someone@gmail.com,,Data Science,100,Inactive,1.55,,172,11/05/1978 00:00,"Port Jose 5-kv, dom 24, Tashkent",Tashkent,Port Jose 5-kv,,"data, level",,,
508,Patrick Morris,20,Unknown,90,6125131237,Port Erinfort,arianawashington@yahoo.com,04/11/2011 00:00,Data Science,100,Inactive,5.08,Excellent,171,19/04/1998 03:54,"Apartment 46, Rickyport district, Tashkent, UZ, 100191",Tashkent,Rickyport district,100191,"pull, young","tech: python=2, excel=2, sql=1 | soft: it, listen","siblings: 5 | income: father=1343, mother=1340",type: laptop | brand: HP | year: 2020; type: phone | brand: Apple | year: 2020
509,,20,Male,80,1321072376,Lake Paul,ywatkins@hotmail.com,01/02/1996 02:27,Data Science,110,Active,4.5,Average,204,27/10/1993 00:00,UZ 100167 Tashkent New Aaron,Tashkent,,100167,"reflect, anything","tech: python=1, excel=2, sql=1 | soft: writer, huge","siblings: 3 | income: father=363, mother=751",type: laptop | brand: Dell | year: 2015; type: phone | brand: Samsung | year: 2023
510,Jodi Collins,18,Female,95,2699521256,Gabrielhaven,kylerivera@hotmail.com,17/09/1981 20:59,Data Science,98,Inactive,5.08,,78,,"Reyesfurt 8-kv, dom 19, Tashkent",Tashkent,Reyesfurt 8-kv,,,,,
511,,19,Female,80,5990342124,Smithshire,rachel94@yahoo.com,17/05/1995 00:00,Python,85,Inactive,3.7,Excellent,105,07/01/1990 00:00,"Davisville 14-kv, dom 40, Tashkent",Tashkent,Davisville 14-kv,,,,,
512,Richard Black,20,Male,63,7156322350,West Donaldfort,pattersonandrew@pierce.com,04/03/1989 00:00,Data Science,110,Active,3.59,Excellent,254,29/01/1970 11:05,"4538 Frost Mill, North Lisa",North Lisa,,,"yourself, anyone","tech: python=2, excel=3, sql=4 | soft: east, opportunity","siblings: 2 | income: father=392, mother=1135",type: laptop | brand: Dell | year: 2017; type: phone | brand: Samsung | year: 2024
513,Donald Barker,20,Unknown,80,,West Shawnview,richardsthomas@welch-west.info,30/12/2022 04:24,Python,94,Inactive,5.08,Average,267,14/03/2012 15:23,"54212 Kyle Club Apt. 536, Fletcherfurt",Fletcherfurt,,54212,"discover, hour",,,
514,Logan Molina,21,Male,90,75452962,Micheleport,nathan37@howard-parsons.com,25/05/1986 00:00,Python,110,Inactive,3.77,Average,57,05/11/2008 00:00,"Debraville 14-kv, dom 26, Tashkent",Tashkent,Debraville 14-kv,,"body, occur","tech: python=2, excel=3, sql=5 | soft: wide, month","siblings: 3 | income: father=475, mother=947",type: laptop | brand: HP | year: 2024; type: phone | brand: Apple | year: 2018
515,,22,Female,90,,Steeleshire,rangelmichelle@gmail.com,06/10/1970 00:00,Data Science,86,Inactive,1.33,Good,183,15/03/1970 00:00,"8384 Michael Knoll Suite 400, Jamesview",Jamesview,,,"get, like","tech: python=5, excel=3, sql=1 | soft: international, some","siblings: 5 | income: father=352, mother=1182",type: laptop | brand: HP | year: 2019; type: phone | brand: Xiaomi | year: 2018
516,Sherry Rivera,19,Male,93,17524096717,North Tylerhaven,,10/08/2018 00:00,Data Science,65,Pending,0,Excellent,281,,"Apartment 20, West Briana district, Tashkent, UZ, 100038",Tashkent,West Briana district,100038,"back, though",,,
517,,20,Male,90,,Port Benjamin,,04/10/1975 00:00,Data Science,110,Pending,2,Excellent,103,10/04/1986 01:29,"Apartment 3, North David district, Tashkent, UZ, 100437",Tashkent,North David district,100437,"current, truth","tech: python=3, excel=4, sql=2 | soft: know, how","siblings: 3 | income: father=807, mother=408",type: laptop | brand: HP | year: 2021; type: phone | brand: Samsung | year: 2019
518,,18,Unknown,90,6081511642,South Steven,brianna72@yahoo.com,15/01/1973 00:00,Data Science,71,Active,3.7,Excellent,53,23/02/2016 00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515",Tashkent,North Eric district,100515,"rule, specific","tech: python=3, excel=2, sql=1 | soft: then, but","siblings: 0 | income: father=1006, mother=1059",type: laptop | brand: HP | year: 2020; type: phone | brand: Xiaomi | year: 2020
519,Debra Hanson,19,Male,80,,Sarahton,,09/09/2000 09:27,Data Science,100,Active,15.5,Average,136,08/11/1996 00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000",Tashkent,Michaelhaven district,100000,"field, well","tech: python=4, excel=5, sql=4 | soft: go, age","siblings: 3 | income: father=742, mother=455",type: laptop | brand: Dell | year: 2017; type: phone | brand: Xiaomi | year: 2022
520,,19,Male,63,,Danielfurt,beckjoseph@yates-green.info,,Data Science,110,Pending,4.5,Average,174,02/11/1987 00:00,"0127 Salazar Hollow, Kimberlyfurt",Kimberlyfurt,,,"mouth, perhaps","tech: python=4, excel=5, sql=2 | soft: agent, history","siblings: 4 | income: father=236, mother=1113",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Apple | year: 2019
521,Maxwell Smith,18,Male,80,7925460992,New Laura,,23/05/1977 00:00,Data Science,62,Active,3.7,Excellent,245,18/06/1975 21:28,"Taylorstad 17-kv, dom 5, Tashkent",Tashkent,Taylorstad 17-kv,,"consumer, there","tech: python=5, excel=1, sql=5 | soft: black, step","siblings: 3 | income: father=438, mother=1056",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2021
522,,20,Male,67,1919712973,Leachberg,,11/06/1983 00:00,Python,105,Active,4.5,Excellent,83,,,,,,"back, tell","tech: python=4, excel=3, sql=4 | soft: if, boy","siblings: 4 | income: father=339, mother=655",type: laptop | brand: Lenovo | year: 2020; type: phone | brand: Apple | year: 2022
523,Matthew Madden,20,Unknown,81,1994914573,Port Samanthaport,,09/02/1996 00:00,Data Science,110,Active,15.5,Good,70,,"Ashleyfurt 26-kv, dom 22, Tashkent",Tashkent,Ashleyfurt 26-kv,,"could, if","tech: python=1, excel=5, sql=5 | soft: crime, common","siblings: 0 | income: father=423, mother=622",type: laptop | brand: Dell | year: 2024; type: phone | brand: Samsung | year: 2020
524,David Sanchez,18,Female,72,6640427375,Elizabethside,,29/10/2015 00:00,Data Science,110,Inactive,4.5,Excellent,292,,"98293 April Keys, New Timothyfurt",New Timothyfurt,,98293,"around, may",,,
525,Kayla Walker,18,Unknown,50,,South Maria,ethanwilliams@hotmail.com,04/06/1994 00:00,Python,110,Inactive,15.5,Excellent,188,28/09/2020 00:00,"8564 Sara Plaza, Lake Davidbury",Lake Davidbury,,,"wear, challenge","tech: python=4, excel=5, sql=1 | soft: black, approach","siblings: 2 | income: father=277, mother=707",type: laptop | brand: HP | year: 2016; type: phone | brand: Xiaomi | year: 2022
526,Angela Stark,20,Female,80,13059857137,North Johnville,gallowaycarol@yahoo.com,02/04/2010 02:49,Data Science,110,Inactive,4.5,Good,206,22/03/2008 00:00,,,,,"admit, girl",,,
527,Anthony Grant,18,Female,80,6181901805,North Ashley,,25/07/2001 18:51,Data Science,110,Inactive,0,Average,115,27/01/2017 04:18,"Apartment 16, Allisonville district, Tashkent, UZ, 100171",Tashkent,Allisonville district,100171,"investment, learn",,,
528,Austin Christian,21,Unknown,80,8312158415,Morenoshire,,,Data Science,110,Pending,4.5,Average,232,09/10/2018 00:00,,,,,,,,
529,Jonathan Hendricks,18,Female,80,8393831519,New Ashley,jeremiahwiggins@simmons.biz,,Data Science,100,Active,5.08,,138,,"85228 Yoder Fields Suite 360, Davidside",Davidside,,85228,"analysis, continue",,,
530,Leslie Cox,22,Female,80,,Rickyside,,27/08/2022 00:00,Python,62,Active,2.04,,277,04/10/1994 00:00,"East Ryan 7-kv, dom 2, Tashkent",Tashkent,East Ryan 7-kv,,"animal, by","tech: python=4, excel=1, sql=2 | soft: full, know","siblings: 4 | income: father=979, mother=572",type: laptop | brand: HP | year: 2017; type: phone | brand: Samsung | year: 2021
531,William Powell,21,Female,77,2974598801,West Christopherhaven,,19/03/2016 00:00,Data Science,95,Inactive,5.08,Excellent,276,30/06/1999 00:00,"911 Shields Via, Debbiehaven",Debbiehaven,,,,,,
532,,18,Female,92,,Robertside,xpeters@osborn.com,23/02/1976 00:00,Data Science,71,Pending,2,Average,141,,,,,,"bring, relate","tech: python=5, excel=2, sql=1 | soft: light, good","siblings: 1 | income: father=752, mother=1262",type: laptop | brand: HP | year: 2016; type: phone | brand: Samsung | year: 2020
533,,20,Female,81,2827436299,Josephberg,,06/07/2003 00:00,Data Science,110,Inactive,5.08,Excellent,181,13/02/2010 00:00,"9400 Richard Way, Dennisport",Dennisport,,,,,,
534,David Young,19,Male,70,8636614738,Julianshire,someone@gmail.com,,Data Science,64,Pending,5.08,,169,06/07/1985 00:00,,,,,,,,
535,Brianna Howell,19,Female,73,,Ortegaview,mooretanner@moss.net,26/03/1975 00:00,Data Science,110,Inactive,2.97,Average,144,25/10/1987 09:29,"4072 Martinez Inlet, West Douglasville",West Douglasville,,,,,,
536,Maria Harvey,19,Female,90,,Port Emilyburgh,,28/02/2023 09:06,Data Science,94,Active,4.5,,60,29/06/1998 02:48,UZ 100658 Tashkent South Elizabethfurt,Tashkent,,100658,"decade, police","tech: python=5, excel=2, sql=4 | soft: also, true","siblings: 1 | income: father=1300, mother=1360",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Samsung | year: 2019
537,Bobby Lee,20,Female,80,,Lake Frank,deborahtaylor@kerr.com,27/07/1986 00:00,Python,102,Inactive,4.5,Average,90,,UZ 100636 Tashkent Port Bryan,Tashkent,,100636,"forget, community",,,
538,,20,Female,93,12103149222,South Christopherborough,thomaskathleen@davis-cross.com,08/01/1988 13:27,Data Science,69,Inactive,4.5,Average,221,16/01/2002 00:00,"53120 Logan Overpass Apt. 207, East Ryan",East Ryan,,53120,"hundred, between","tech: python=5, excel=1, sql=4 | soft: paper, go","siblings: 5 | income: father=1410, mother=930",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Apple | year: 2020
539,Kimberly Greer,19,Male,80,,Lewischester,someone@gmail.com,05/07/2007 00:00,Data Science,110,Inactive,5.08,Average,142,30/08/1987 00:00,"Apartment 47, Thompsonbury district, Tashkent, UZ, 100192",Tashkent,Thompsonbury district,100192,"instead, whose",,,
540,Christopher Glenn,19,Male,88,,West Sandra,,20/11/1985 00:00,Python,106,Active,5.08,Good,119,22/01/1973 00:00,"49187 Samantha Forges, East Cindy",East Cindy,,49187,"Congress, member","tech: python=5, excel=2, sql=1 | soft: himself, send","siblings: 1 | income: father=292, mother=960",type: laptop | brand: HP | year: 2024; type: phone | brand: Samsung | year: 2023
541,,18,Unknown,50,6706286626,Joshuaton,,,Data Science,100,Pending,2.99,Good,92,08/11/2011 00:00,"88512 Harris Path Suite 804, Lake Sarahport",Lake Sarahport,,88512,"across, style",,,
542,Christopher Bradford,19,Unknown,80,8332750028,Banksview,,15/11/2005 00:00,Python,100,Active,4.5,Excellent,272,,UZ 100996 Tashkent New Jessicastad,Tashkent,,100996,"picture, peace",,,
543,Connor Gonzales,18,Male,90,2827027361,West Hunter,,28/04/1997 15:42,Python,70,Pending,5.08,Good,81,14/07/1977 00:00,"903 Sanchez Fall, West Yvonneside",West Yvonneside,,,"them, suffer","tech: python=2, excel=3, sql=4 | soft: tree, service","siblings: 1 | income: father=1159, mother=1416",type: laptop | brand: HP | year: 2020; type: phone | brand: Xiaomi | year: 2024
544,Samantha Howard,20,Unknown,80,9921895672,Williamview,anita28@evans.com,22/09/1979 06:28,Data Science,61,Active,15.5,Excellent,52,17/08/1980 10:24,UZ 100303 Tashkent Elizabethstad,Tashkent,,100303,"plan, east",,,
545,John Lynn,22,Unknown,80,1191919979,Port Susanfort,emily04@hotmail.com,19/01/2014 00:39,Python,80,Pending,4.5,Excellent,163,,UZ 100562 Tashkent Hernandezchester,Tashkent,,100562,"whose, go","tech: python=1, excel=3, sql=2 | soft: future, green","siblings: 2 | income: father=447, mother=427",type: laptop | brand: Dell | year: 2015; type: phone | brand: Apple | year: 2022
546,Amber Small,20,Unknown,87,,Georgeborough,someone@gmail.com,05/02/1970 00:00,Python,110,Inactive,2,Good,56,28/10/2018 00:00,,,,,"society, lot",,,
547,Jesse Stafford,19,Male,57,,Kleinchester,,17/04/1998 07:10,Data Science,110,Pending,15.5,Excellent,246,18/06/1999 14:24,"Apartment 17, Port Danielville district, Tashkent, UZ, 100121",Tashkent,Port Danielville district,100121,"any, those","tech: python=3, excel=5, sql=4 | soft: challenge, less","siblings: 2 | income: father=541, mother=1233",type: laptop | brand: Dell | year: 2024; type: phone | brand: Samsung | year: 2023
548,Donna Lewis Md,19,Male,66,,Jensenton,,11/12/1999 00:00,Python,110,Active,2,Excellent,124,15/01/1997 00:00,"05309 Mullins Centers Suite 435, Dorothytown",Dorothytown,,05309,"mother, before","tech: python=1, excel=5, sql=2 | soft: and, various","siblings: 4 | income: father=1030, mother=785",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2021
549,Shannon Kelly,19,Female,90,5502292180,South Brittanyfurt,alison82@hotmail.com,,Data Science,109,Active,5.08,Excellent,94,05/09/1999 00:00,"Dillonton 30-kv, dom 35, Tashkent",Tashkent,Dillonton 30-kv,,"include, face",,,
550,Ashley Reyes,21,Female,58,,West Hayleystad,,26/05/2020 00:00,Data Science,69,Active,5.08,Average,140,20/03/1982 06:07,,,,,"first, cost","tech: python=5, excel=5, sql=5 | soft: politics, thought","siblings: 0 | income: father=1237, mother=1340",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Apple | year: 2019
551,Christopher Mclaughlin,20,Female,90,9149288819,South Jennifer,moralesmargaret@hotmail.com,07/01/2004 00:00,Python,110,Pending,3.7,Excellent,121,04/03/1970 00:00,"New Shawnmouth 19-kv, dom 14, Tashkent",Tashkent,New Shawnmouth 19-kv,,"listen, trial","tech: python=2, excel=4, sql=3 | soft: world, all","siblings: 0 | income: father=1440, mother=1192",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2020
552,Judith Cortez,20,Female,84,8775646510,Port Stephanie,someone@gmail.com,21/01/1987 00:00,Python,100,Active,2,Excellent,213,,UZ 100501 Tashkent North Elizabeth,Tashkent,,100501,"total, have","tech: python=2, excel=3, sql=2 | soft: lawyer, several","siblings: 0 | income: father=859, mother=997",type: laptop | brand: Dell | year: 2019; type: phone | brand: Samsung | year: 2022
553,,20,Female,80,,West Emma,douglasbecker@yahoo.com,16/07/1979 09:07,Data Science,110,Pending,4.5,Good,55,22/08/1994 00:00,"Vincentfurt 18-kv, dom 27, Tashkent",Tashkent,Vincentfurt 18-kv,,"thought, key","tech: python=5, excel=4, sql=3 | soft: fill, believe","siblings: 2 | income: father=864, mother=1073",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Samsung | year: 2020
554,Michael James,19,Female,66,335514589,Andreborough,victoria57@hotmail.com,23/11/1996 00:00,Python,100,Inactive,4.5,Excellent,53,01/06/1987 00:00,,,,,"after, speech",,,
555,Cynthia Merritt,19,Unknown,50,6762376666,Lake Sydney,laura82@davidson.biz,,Data Science,100,Pending,15.5,Excellent,120,25/06/2006 19:23,,,,,"here, out","tech: python=3, excel=1, sql=5 | soft: move, thousand","siblings: 0 | income: father=1116, mother=1230",type: laptop | brand: Dell | year: 2022; type: phone | brand: Samsung | year: 2019
556,,18,Female,80,,Lake Cindy,someone@gmail.com,,Data Science,100,Inactive,0,Excellent,300,,,,,,"than, character","tech: python=1, excel=2, sql=5 | soft: fire, street","siblings: 5 | income: father=972, mother=1026",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Xiaomi | year: 2019
557,Lori Thompson,20,Female,90,3374572290,New Jonathon,,11/05/2023 15:54,Data Science,100,Inactive,3.7,Excellent,248,29/04/1987 00:00,"549 Cain Extensions, Jamesmouth",Jamesmouth,,,,,,
558,David Smith,21,Unknown,80,,West Morganberg,someone@gmail.com,,Data Science,110,Active,3.7,,92,06/03/1979 09:50,,,,,"number, similar","tech: python=4, excel=2, sql=3 | soft: thought, require","siblings: 1 | income: father=1472, mother=774",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Xiaomi | year: 2019
559,Erin Thomas,20,Female,87,,Farmerborough,,15/11/2021 00:00,Python,110,Pending,5.08,Excellent,280,16/09/2016 11:22,,,,,,,,
560,Stephanie Foley,20,Female,52,9538387256,Allisonside,rmoreno@hotmail.com,07/12/1971 00:03,Data Science,110,Inactive,15.5,Good,295,15/05/2022 06:38,"Apartment 41, Port Joshuaport district, Tashkent, UZ, 100930",Tashkent,Port Joshuaport district,100930,"perhaps, today",,,
561,Shannon Henderson,20,Male,80,,Danielside,,11/03/1998 00:00,Data Science,98,Inactive,0,Excellent,232,25/03/1976 19:41,UZ 100576 Tashkent Port Kimberlyport,Tashkent,,100576,"newspaper, soon","tech: python=1, excel=2, sql=1 | soft: law, themselves","siblings: 4 | income: father=742, mother=1045",type: laptop | brand: Dell | year: 2021; type: phone | brand: Apple | year: 2024
562,,18,Male,90,5910583931,South Alexanderport,angela86@jones.info,09/11/2001 00:00,Python,118,Active,3.7,Excellent,156,20/03/1990 17:14,"Apartment 24, North Maryview district, Tashkent, UZ, 100415",Tashkent,North Maryview district,100415,"need, six",,,
563,,20,Female,58,2841821269,Sarahhaven,rclark@williams-duran.com,14/10/2006 00:00,Data Science,63,Inactive,4.5,Excellent,67,29/01/1999 00:00,"3151 Laura Ridge Suite 752, Port Eric",Port Eric,,,"hear, party","tech: python=4, excel=2, sql=4 | soft: majority, song","siblings: 5 | income: father=210, mother=448",type: laptop | brand: HP | year: 2024; type: phone | brand: Apple | year: 2022
564,Bryan Boyd,19,Female,72,7873727406,New Johnton,sharon79@davis.org,20/09/1994 03:30,Data Science,100,Pending,15.5,Good,187,15/07/1972 00:00,UZ 100126 Tashkent Turnerhaven,Tashkent,,100126,"ball, some","tech: python=1, excel=4, sql=1 | soft: ok, various","siblings: 5 | income: father=688, mother=428",type: laptop | brand: Dell | year: 2019; type: phone | brand: Xiaomi | year: 2018
565,John Osborn,21,Female,96,7714304946,Port Tamara,ibentley@wong.com,13/06/1992 10:18,Python,116,Pending,3.7,,115,23/07/1983 10:43,"Barnettbury 23-kv, dom 27, Tashkent",Tashkent,Barnettbury 23-kv,,,,,
566,Anna Clark,20,Male,80,8186143345,Sanchezton,wooderika@patel.com,13/01/1981 00:00,Data Science,110,Inactive,2,,52,02/01/1979 07:04,"8770 Danielle Trail Suite 654, South Taylor",South Taylor,,,,,,
567,Ashley Jacobs,20,Female,70,3155874008,Manntown,someone@gmail.com,14/09/1970 00:00,Data Science,78,Active,3.45,Average,244,09/12/2013 00:00,"Apartment 42, New Catherineport district, Tashkent, UZ, 100081",Tashkent,New Catherineport district,100081,"admit, new","tech: python=2, excel=1, sql=4 | soft: high, me","siblings: 5 | income: father=674, mother=897",type: laptop | brand: HP | year: 2015; type: phone | brand: Xiaomi | year: 2023
568,,19,Male,92,6614514948,Bethside,,01/09/1996 07:48,Data Science,100,Active,3.7,Good,196,02/06/2023 00:00,UZ 100443 Tashkent South Matthew,Tashkent,,100443,"most, a","tech: python=4, excel=4, sql=5 | soft: yard, walk","siblings: 2 | income: father=1488, mother=640",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Samsung | year: 2022
569,,22,Female,77,7593189602,Johnborough,,21/04/2003 00:00,Data Science,110,Inactive,0,Excellent,300,30/09/2020 00:00,UZ 100187 Tashkent Garciaberg,Tashkent,,100187,"coach, air","tech: python=1, excel=1, sql=3 | soft: wait, guy","siblings: 5 | income: father=513, mother=772",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2024
570,Haley Johnson,19,Male,74,9375800127,Goodwintown,,,Data Science,100,Active,4.5,Excellent,282,23/08/2012 05:42,UZ 100802 Tashkent East Andrewstad,Tashkent,,100802,"simple, play","tech: python=2, excel=3, sql=1 | soft: benefit, structure","siblings: 1 | income: father=985, mother=314",type: laptop | brand: Dell | year: 2018; type: phone | brand: Apple | year: 2018
571,Amanda Gonzalez,21,Unknown,80,,West Jefferyside,xle@moore-maxwell.info,26/12/2019 10:26,Data Science,110,Pending,3.66,Excellent,192,30/01/2001 00:00,"Apartment 35, South Jeanettefurt district, Tashkent, UZ, 100371",Tashkent,South Jeanettefurt district,100371,"reduce, all",,,
572,Ryan Simmons,22,Male,93,4567135387,Jocelynton,,13/01/2011 19:27,Data Science,110,Inactive,15.5,Good,103,26/09/1992 21:37,"Apartment 7, South Scott district, Tashkent, UZ, 100855",Tashkent,South Scott district,100855,"true, everything","tech: python=4, excel=5, sql=3 | soft: spring, knowledge","siblings: 4 | income: father=1055, mother=877",type: laptop | brand: Dell | year: 2020; type: phone | brand: Apple | year: 2021
573,David Adams,20,Female,79,8254120539,South Juan,garciajennifer@luna-kent.info,27/11/1996 00:00,Python,110,Active,3.7,Excellent,177,10/07/2014 19:50,UZ 100593 Tashkent Loganmouth,Tashkent,,100593,,,,
574,,21,Female,80,6448675819,South Nicole,,21/06/1985 11:08,Data Science,119,Active,0,Excellent,171,16/01/2009 00:00,"11917 Michael Creek, Hessborough",Hessborough,,11917,,,,
575,,20,Male,87,7616955562,North Emilyfurt,,20/07/2017 00:00,Data Science,110,Inactive,3.7,,169,10/05/1987 00:00,UZ 100298 Tashkent Wattsberg,Tashkent,,100298,,,,
576,,20,Female,90,13712947206,Port Matthew,lwright@yahoo.com,21/06/2001 09:58,Python,113,Pending,15.5,Average,147,27/10/2024 23:24,"Apartment 42, Port Carlos district, Tashkent, UZ, 100983",Tashkent,Port Carlos district,100983,"front, deal","tech: python=2, excel=4, sql=3 | soft: affect, sound","siblings: 1 | income: father=1024, mother=468",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Xiaomi | year: 2018
577,,18,Female,91,8979493503,Adrienneside,,17/03/2017 01:02,Python,100,Pending,2,Average,88,20/08/2011 00:00,,,,,"recognize, mention","tech: python=4, excel=4, sql=4 | soft: glass, future","siblings: 3 | income: father=1330, mother=904",type: laptop | brand: HP | year: 2020; type: phone | brand: Xiaomi | year: 2020
578,Michael Williams,20,Unknown,80,5404609543,Coleview,,13/08/1986 00:00,Data Science,89,Pending,5.08,Good,182,26/07/1995 07:41,,,,,"southern, teach","tech: python=2, excel=2, sql=1 | soft: office, notice","siblings: 5 | income: father=1002, mother=1037",type: laptop | brand: HP | year: 2022; type: phone | brand: Apple | year: 2020
579,,22,Male,60,,South Kevinland,hollybarnes@ortiz-rodriguez.com,11/02/1980 00:00,Python,76,Active,3.7,Excellent,167,,"66803 Barrett Lodge Suite 303, Amandaside",Amandaside,,66803,,,,
